0.560	95.075
0.666	95.073
0.771	95.073
0.877	95.072
0.982	95.071
1.088	95.072
1.193	95.080
1.298	95.092
1.404	95.082
1.509	95.072
1.615	95.073
1.720	95.069
1.826	95.067
1.931	95.070
2.037	95.071
2.142	95.068
2.248	95.068
2.353	95.066
2.459	95.065
2.565	95.074
2.670	95.080
2.776	95.079
2.881	95.079
2.987	95.074
3.092	95.068
3.198	95.071
3.303	95.075
3.409	95.074
3.514	95.072
3.620	95.070
3.725	95.069
3.831	95.071
3.936	95.072
4.042	95.070
4.147	95.069
4.253	95.071
4.358	95.074
4.464	95.075
4.569	95.077
4.675	95.072
4.780	95.068
4.886	95.075
4.991	95.078
5.097	95.076
5.202	95.071
5.308	95.066
5.413	95.070
5.519	95.075
5.624	95.073
5.730	95.068
5.835	95.068
5.941	95.071
6.046	95.068
6.152	95.065
6.257	95.070
6.363	95.067
6.468	95.063
6.574	95.069
6.679	95.074
6.785	95.075
6.890	95.082
6.996	95.076
7.101	95.067
7.207	95.072
7.312	95.075
7.418	95.079
7.523	95.074
7.629	95.066
7.734	95.080
7.840	95.077
7.945	95.065
8.051	95.065
8.156	95.065
8.262	95.063
8.367	95.061
8.473	95.070
8.578	95.077
8.684	95.074
8.789	95.075
8.895	95.071
9.000	95.064
9.105	95.071
9.211	95.079
9.316	95.077
9.422	95.077
9.527	95.071
9.633	95.068
9.738	95.072
9.844	95.075
9.949	95.069
10.055	95.061
10.160	95.067
10.266	95.068
10.371	95.062
10.477	95.062
10.582	95.067
10.688	95.075
10.793	95.075
10.899	95.066
11.004	95.064
11.110	95.066
11.215	95.072
11.321	95.082
11.426	95.074
11.532	95.067
11.637	95.069
11.743	95.067
11.848	95.065
11.954	95.064
12.059	95.069
12.165	95.070
12.270	95.068
12.376	95.074
12.481	95.075
12.587	95.074
12.692	95.074
12.798	95.069
12.903	95.067
13.009	95.069
13.114	95.068
13.220	95.069
13.325	95.067
13.431	95.065
13.536	95.070
13.642	95.067
13.747	95.067
13.853	95.071
13.958	95.070
14.064	95.069
14.169	95.070
14.275	95.070
14.380	95.069
14.486	95.070
14.591	95.071
14.697	95.069
14.802	95.068
14.908	95.068
15.013	95.068
15.119	95.067
15.224	95.068
15.330	95.067
15.435	95.066
15.541	95.067
15.646	95.067
15.752	95.069
15.857	95.070
15.963	95.067
16.068	95.069
16.174	95.069
16.279	95.068
16.385	95.070
16.490	95.068
16.596	95.068
16.701	95.068
16.807	95.067
16.912	95.068
17.018	95.066
17.123	95.067
17.229	95.070
17.334	95.071
17.440	95.071
17.545	95.071
17.651	95.071
17.756	95.069
17.862	95.069
17.967	95.070
18.073	95.072
18.178	95.072
18.284	95.070
18.389	95.070
18.495	95.072
18.600	95.067
18.706	95.065
18.811	95.069
18.917	95.068
19.022	95.067
19.128	95.069
19.233	95.065
19.339	95.064
19.444	95.069
19.550	95.070
19.655	95.065
19.761	95.063
19.866	95.070
19.972	95.070
20.077	95.069
20.183	95.069
20.288	95.071
20.394	95.071
20.499	95.071
20.605	95.070
20.710	95.068
20.816	95.070
20.921	95.069
21.027	95.069
21.132	95.070
21.238	95.069
21.343	95.069
21.449	95.069
21.554	95.069
21.660	95.070
21.765	95.070
21.871	95.069
21.976	95.067
22.082	95.069
22.187	95.069
22.293	95.067
22.398	95.069
22.504	95.071
22.609	95.070
22.715	95.069
22.820	95.068
22.926	95.081
23.031	95.080
23.137	95.068
23.242	95.070
23.348	95.070
23.453	95.069
23.559	95.070
23.664	95.069
23.770	95.068
23.875	95.068
23.981	95.070
24.086	95.071
24.192	95.069
24.297	95.070
24.403	95.069
24.508	95.068
24.614	95.070
24.719	95.072
24.825	95.068
24.930	95.067
25.036	95.067
25.141	95.068
25.247	95.071
25.352	95.070
25.458	95.065
25.563	95.065
25.669	95.072
25.774	95.073
25.880	95.070
25.985	95.070
26.091	95.070
26.196	95.065
26.302	95.064
26.407	95.072
26.513	95.074
26.618	95.069
26.724	95.076
26.829	95.074
26.935	95.065
27.040	95.069
27.146	95.070
27.251	95.070
27.357	95.071
27.462	95.071
27.568	95.071
27.673	95.071
27.779	95.071
27.884	95.070
27.990	95.070
28.095	95.073
28.201	95.071
28.306	95.070
28.412	95.069
28.517	95.068
28.623	95.069
28.728	95.071
28.834	95.070
28.939	95.070
29.045	95.070
29.150	95.070
29.256	95.069
29.361	95.069
29.467	95.070
29.572	95.070
29.678	95.070
29.783	95.070
29.889	95.069
29.994	95.070
30.100	95.069
30.205	95.069
30.311	95.070
30.416	95.070
30.522	95.070
30.627	95.072
30.733	95.071
30.838	95.069
30.944	95.069
31.049	95.069
31.155	95.070
31.260	95.071
31.366	95.073
31.471	95.071
31.577	95.065
31.682	95.066
31.788	95.070
31.893	95.069
31.999	95.068
32.104	95.069
32.210	95.069
32.315	95.069
32.421	95.068
32.526	95.068
32.632	95.071
32.737	95.069
32.843	95.068
32.948	95.070
33.054	95.071
33.159	95.071
33.265	95.070
33.370	95.070
33.476	95.069
33.581	95.069
33.687	95.071
33.792	95.071
33.898	95.070
34.003	95.069
34.109	95.070
34.214	95.071
34.320	95.069
34.425	95.068
34.531	95.069
34.636	95.071
34.742	95.069
34.847	95.068
34.953	95.068
35.058	95.069
35.164	95.070
35.269	95.071
35.375	95.071
35.480	95.071
35.586	95.069
35.691	95.068
35.797	95.069
35.902	95.070
36.008	95.069
36.113	95.068
36.219	95.067
36.324	95.069
36.430	95.071
36.535	95.070
36.641	95.069
36.746	95.069
36.852	95.069
36.957	95.069
37.063	95.070
37.168	95.071
37.274	95.070
37.379	95.071
37.485	95.072
37.590	95.071
37.696	95.071
37.801	95.072
37.907	95.071
38.012	95.071
38.118	95.072
38.223	95.071
38.329	95.072
38.434	95.072
38.540	95.070
38.645	95.071
38.751	95.072
38.856	95.071
38.962	95.072
39.067	95.072
39.173	95.070
39.278	95.070
39.384	95.071
39.489	95.072
39.595	95.071
39.700	95.070
39.806	95.069
39.911	95.070
40.017	95.071
40.122	95.070
40.228	95.071
40.333	95.071
40.439	95.071
40.544	95.072
40.650	95.071
40.755	95.071
40.861	95.071
40.966	95.070
41.072	95.068
41.177	95.070
41.283	95.072
41.388	95.070
41.494	95.073
41.599	95.073
41.705	95.071
41.810	95.071
41.916	95.070
42.021	95.070
42.127	95.072
42.232	95.073
42.338	95.073
42.443	95.073
42.549	95.071
42.654	95.069
42.760	95.071
42.865	95.071
42.971	95.070
43.076	95.071
43.182	95.072
43.287	95.073
43.393	95.073
43.498	95.071
43.604	95.070
43.709	95.071
43.815	95.070
43.920	95.070
44.026	95.073
44.131	95.073
44.237	95.072
44.342	95.071
44.448	95.071
44.553	95.073
44.659	95.071
44.764	95.070
44.870	95.072
44.975	95.072
45.081	95.072
45.186	95.071
